Lot No	Test No	Cell Name	Chemistry	Form Factor	Capacity	Request Number	Request Title	Tech POC.	Test Purpose	Mfg Date	Date Received	Dimension (mm)	Screening Temp(°C)	Begin Date	Finished Date	Total Sample Count	Profile One Values	Profile One Timer	Profile Onc OCV Min	Profile One CCV Min	High Rate Min(Y-axis)	High Rate Max (Y-axis)	Pre-Tab OCV	Post-Tab OCV	Post-Tab CCV	OCV Tab Tolerance	Profile Two Value	Profile Two Timer	Profile Two OCV Min	Profile Two CCV Min	Battery/Cell	Tabbed?	Profile No.	Section No.	High Rate?	Profile One Type	Profile Two Type	Note
10851	32186A	Maccor BT920349-001		None N.A.	None					peter Testing	2/26/2018		24	6/17/2019	6/17/2019	5.0	100	2	1.6	1.3	21.0	5153.0	1.3	1.2	1.2	0.2	110	3.0	1.5	1.3	Battery	Tabbed	1	1	Yes	Constant Current	Constant Current	"Note(s):
Peter
1. Report Date: PEter Wang

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10851	32186A	Maccor BT920349-001		None N.A.	None					peter Testing	2/26/2018		24	6/17/2019	6/17/2019	5.0	100	2	1.6	1.3	21.0	5153.0	1.3	1.2	1.2	0.2	110	3.0	1.5	1.3	Cell	Not Tabbed	1	1	Yes	Constant Current	Constant Current	"Note(s):
Peter
1. Report Date: PEter Wang

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10851	32186A	Maccor BT920349-001		None N.A.	None					peter Testing	2/26/2018		24	6/17/2019	6/17/2019	5.0	100	2	1.6	1.3	21.0	5153.0	1.3	1.2	1.2	0.2	110	3.0	1.5	1.3	Battery	Tabbed	1	1	Yes	Constant Current	Constant Current	"Note(s):
Peter
1. Report Date: PEter Wang

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10851	32186A	Maccor BT920349-001		None N.A.	None					peter Testing	2/26/2018		24	6/17/2019	6/17/2019	5.0	100	2	1.6	1.3	21.0	5153.0	1.517	1.515	1.3	0.2	110	3.0	1.5	1.3	Cell	Not Tabbed	2	1	Yes	Constant Current	Constant Current	"Note(s):
Peter
1. Report Date: PEter Wang

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10899	Demo1	IBT Power S504050-001	Li-Ion (Polymer)	Pouch Pouch	1.25	Peter	Wang	Petyee	WWa	2017-07-15	2018-03-16	50.0(H) X40.0(W) X5.0(D)	24	2019-10-14	2019-10-14	4.0	100	3	1.5	1.3							20	2.0	1.4	1.2	Battery	Not Tabbed	2	1	No	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10899	Demo1	IBT Power S504050-001	Li-Ion (Polymer)	Pouch Pouch	1.25	Peter	Wang	Petyee	WWa	2017-07-15	2018-03-16	50.0(H) X40.0(W) X5.0(D)	24	2019-10-14	2019-10-14	4.0	100	3	1.5	1.5							20	2.0	1.4	1.2	Cell	Not Tabbed	2	1	No	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10899	Demo1	IBT Power S504050-001	Li-Ion (Polymer)	Pouch Pouch	1.25	Peter	Wang	Petyee	WWa	2017-07-15	2018-03-16	50.0(H) X40.0(W) X5.0(D)	24	2019-10-14	2019-10-14	4.0	100	3	1.5	1.6							20	2.0	1.4	1.2	Battery	Not Tabbed	2	1	No	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9613	Demo2	Energizer L91	Li/FeS2	Cylindrical AA	3	wang	Peter	jizhan	Waaaaaaa	2016-02-15	2016-06-23	50.5(H) X 14.0(D)	24	2019-10-15	2019-10-15	3.0	2	5	1.77	1.40							100	3.0	1.77	1.2	Battery	Not Tabbed	2	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9613	DemoPeter	Energizer L91	Li/FeS2	Cylindrical AA	3	191511-1	Site Restock	Peter	Site Retock	2016-02-15	2016-06-23	50.5(H) X 14.0(D)	24	2019-10-15	2019-10-15	3.0	2	5	1.770	1.40											Cell	Not Tabbed	1	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9613	Demo3	Energizer L91	Li/FeS2	Cylindrical AA	3	Site Retock	191510-1	Peter	Site Retock	2016-02-15	2016-06-23	50.5(H) X 14.0(D)	24	2019-10-15	2019-10-15	3.0	2	5	1.770	1.40											Cell	Not Tabbed	1	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
8063	Drypeter3	Duracell MN2400	Zn/MnO2	Cylindrical AAA 	1.15					2014-03-15	2014-05-07	44.5(H) X 10.5(D)	24	2019-08-29	2019-08-29	3.0	13	30	1.5	1.5											Battery	Not Tabbed	1	2	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9615	DryRun3	Duracell MN1300	Zn/MnO2	Cylindrical D	15					2015-12-01	2016-06-23	61.5(H) X 34.2(D)	24	2019-08-28	2019-08-28	2.0	150	3	1.6	1.4											Battery	Not Tabbed	1	2	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9613	TwoProfiles	Energizer L91	Li/FeS2	Cylindrical AA	3	Req	Tas	TecPOe	Prupose	2016-02-15	2016-06-23	50.5(H) X 14.0(D)	24	2019-11-05	2019-11-05		3	2	1	1							1	2.0	3	4.0	Battery	Not Tabbed	2	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	25	3	1.6	1.5											Battery	Not Tabbed	1	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	200	5	1.7	1.6							250	4.0	1.6	1.5	Battery	Not Tabbed	2	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	200	5	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	14681B01	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PReqest	ETask	RTech	EPurpose	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2019-12-31	2019-12-31	5.0	200	4	1.6	1.5							150	3.0	1.5	1.6	Battery	Not Tabbed	2	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	14681B01	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							250	5.0	1.7	1.5	Battery	Not Tabbed	2	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	25	3	1.6	1.5											Cell	Not Tabbed	1	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
10945	14681B01	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							250	5.0	1.7	1.5	Cell	Not Tabbed	2	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B011	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	200	5	1.7	1.6							250	4.0	1.6	1.5	Battery	Not Tabbed	1	2	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	14681B01	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							250	5.0	1.7	1.5	Battery	Not Tabbed	2	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	25	3	1.6	1.5											Battery	Not Tabbed	1	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	250	3	1.6	1.5											Cell	Not Tabbed	1	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
9015	PeterABC	TE Connectivity/Alcoswitch PKG40B1/8		None N.A.	None	Reqest	Nuimber	PC	Petr	None	2015-09-09	321	24	2020-02-13	2020-02-13	20.0	300	2	1.7	1.6											Battery	Not Tabbed	1	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9011	asdfasd1234	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	asdas	asdas	asdas	dasdas	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2020-03-09	2020-03-09	20.0	300	2	1.5	1.6											Cell	Not Tabbed	1	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
8974	14373A00	Ultralife U9VL	Li/MnO2	Prismatic None	1.2		10106	RDW	Test BTC Screen System	2015-07-09	2015-08-26	48.4(H) X25.8(W) X16.8(D)	24	2020-01-14	2020-01-14	50.0	120	5	9.5	8.5											Battery	Not Tabbed	1	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
8974	14373A00	Ultralife U9VL	Li/MnO2	Prismatic None	1.2		10106	RDW	Test BTC Screen System	2015-07-09	2015-08-26	48.4(H) X25.8(W) X16.8(D)	24	2020-01-14	2020-01-14	50.0	120	5	9.5	8.5											Battery	Not Tabbed	1	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
8974	14373A00	Ultralife U9VL	Li/MnO2	Prismatic None	1.2		10106	RDW	Test BTC Screen System	2015-07-09	2015-08-26	48.4(H) X25.8(W) X16.8(D)	24	2020-01-14	2020-01-14	50.0	120	5	9.5	8.5							100	5.0	9.0	8.0	Cell	Not Tabbed	2	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
8974	14373A00	Ultralife U9VL	Li/MnO2	Prismatic None	1.2		10106	RDW	Test BTC Screen System	2015-07-09	2015-08-26	48.4(H) X25.8(W) X16.8(D)	24	2020-01-14	2020-01-14	50.0	120	5	9.5	8.5							100	5.0	9.0	8.0	Cell	Tabbed	1	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
8974	14373A00	Ultralife U9VL	Li/MnO2	Prismatic None	1.2		10106	RDW	Test BTC Screen System	2015-07-09	2015-08-26	48.4(H) X25.8(W) X16.8(D)	24	2020-01-14	2020-01-14	50.0	120	5	9.5	8.5			1.8	1.4	1.7	0.02	100	5.0	9.0	8.0	Cell	Tabbed	1	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
12779	14856-00	UHE-ER34615-H	Li/SoCl2	Cylindrical	19	201027-1	12735	JRK	Evaluation Screening	8/15/2020	9/24/2020	D (Cylinder)	24	12/11/2020		72.0	184	5	3.63	3							400	1.0	3.63	2.0	Cell	Not Tabbed	2	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
12779	14856-00	UHE-ER34615-H	Li/SoCl2	Cylindrical	19	201027-1	12735	JRK	Evaluation Screening	8/15/2020	9/24/2020	D (Cylinder)	24	12/11/2020		72.0	184	5	3.63	3							400	1.0	3.63	2.0	Cell	Not Tabbed	2	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
12779	14856-00	UHE-ER34615-H	Li/SoCl2	Cylindrical	19	201027-1	12735	JRK	Evaluation Screening	8/15/2020	9/24/2020	D (Cylinder)	24	12/11/2020		72.0	184	5	3.63	3							400	1.0	3.63	2.0	Battery	Not Tabbed	2	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
12779	14856-00	UHE-ER34615-H	Li/SOCl2	Cylindrical	19	201027-1	12735	JRK	Evaluation Screening	8/15/2020	9/24/2020	D (Cylinder)	24	12/11/2020		72.0	184	5	3.63	3							400	1.0	3.63	2.0	Battery	Not Tabbed	2	1	No	Constant Resistor	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	3	5	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	30	5	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	150	5	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	200	10	1.6	1.5											Cell	Not Tabbed	1	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	100	7	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	50	7	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	200	7	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	200	2	1.6	1.5											Cell	Not Tabbed	1	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	100	9	1.6	1.5											Cell	Not Tabbed	1	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	200	3	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	200	4	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	200	5	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	100	5	1.6	1.5											Cell	Not Tabbed	1	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
9011	14665A01	A123 Systems ANR26650	LiFePO4/C	Cylindrical 26650	2.2	Request123	Task123	PW	Site A Restock	2015-01-15	2015-09-09	65.0(H) X 26.0(D)	24	2019-12-05	2019-12-05	9.0	100	9	1.6	1.5											Cell	Not Tabbed	1	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation: PW
     b. Technical review:
     c. Final review:
"
10588	14665B01	Sony/Murata VTC6-18650	Li-Ion	Cylindrical 18650	3.0	Request02	Task02	PeterWang	SiteRestockb	2016-09-25	2017-12-26	65.15(H) X 18.35(D)	24	2019-12-09	2019-12-09	9.0	200	9	1.7	1.6							250	4.0	1.6	1.5	Cell	Not Tabbed	1	2	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
12965	12787B00	Duracell MN1500	Zn/MnO2 (Alk)	Cylinder	2.5	210316-3	12787	VHE/WCH	Evaluation Screen & Tab	11/10/2020	03/17/2021	AA	24			41.0	3.3	5.0					1.6	1.6	1.3	0.02					Battery	Tabbed	1	1	No	Constant Resistor	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	14681B01	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							250	5.0	1.7	1.5	Battery	Not Tabbed	2	1	No	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	14681B01	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							100	5.0	1.7	1.5	Battery	Not Tabbed	2	1	No	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	14681B01	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							100	5.0	1.7	1.5	Battery	Not Tabbed	2	1	Yes	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	peterTest123	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							100	5.0	1.7	1.5	Battery	Not Tabbed	2	1	Yes	Constant Current	Constant Current	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	peterTest1234	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							10	5.0	1.6	1.5	Battery	Not Tabbed	2	1	Yes	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	peterTest12345	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							10	5.0	1.6	1.5	Battery	Not Tabbed	2	1	Yes	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	peterTest12345	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							100	5.0	1.6	1.5	Battery	Not Tabbed	2	1	Yes	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	peterTest12345	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							100	5.0	1.6	1.5	Battery	Not Tabbed	1	2	Yes	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	peterTest12345	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							100	5.0	1.6	1.5	Battery	Not Tabbed	1	1	Yes	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
10945	peterTest1234	VDL VDL6062100	Li-Ion (Polymer)	Pouch Pouch	5.3	PeterRequest	PeterTask	PeterPOC	PeterTest	2018-03-05	2018-03-27	100.0(H) X62.0(W) X6.0(D)	24	2020-01-03	2020-01-03	5.0	200	4	1.6	1.5							10	5.0	1.6	1.5	Battery	Not Tabbed	1	2	Yes	Constant Current	Constant Resistor	"Note(s):

1. Report Date:

2. Test Responsibility:
	
     a. Data file preparation:
     b. Technical review:
     c. Final review:
"
